id,logFC,AveExpr,t,P.Value,adj.P.Val,B,TargetFullName,Target,EntrezGeneSymbol,Type
IGFBP2.8469.41.3,0.26378622075171426,6.677196365685646,1.6658915336174254,0.10343140998991404,0.3863985912975482,-5.058411822938245,Insulin-like growth factor-binding protein 2,IGFBP-2,IGFBP2,Protein
GPNMB.5080.131.3,-0.18471030159088955,9.823197301509861,-1.66299543133531,0.10401325006845731,0.3874714556374543,-5.062900736194033,Transmembrane glycoprotein NMB,GPNMB,GPNMB,Protein
TGFBR3.3009.3.2,-0.12236872324561196,12.591429005942995,-1.6588821251307104,0.10484426499978337,0.38946386574778286,-5.069264631091634,Transforming growth factor beta receptor type 3,TGF-b R III,TGFBR3,Protein
CKB.CKM.3714.49.2,-0.45830420935850996,7.920143834234127,-1.6565839656388244,0.1053109398152887,0.38990946114693315,-5.072814258515081,Creatine kinase M-type:Creatine kinase B-type heterodimer,CK-MB,CKB CKM,Protein
IFNAR1.9183.7.3,-0.20086996844251334,9.2794072011523685,-1.6553744369045285,0.10555723815080471,0.38990946114693315,-5.074680719853556,Interferon alpha/beta receptor 1,IFN-a/b R1,IFNAR1,Protein
CDH6.3591.51.3,-0.1228423671540008,7.463114554355521,-1.6516891585042308,0.10631060110722361,0.39159227018487125,-5.080360274256212,Cadherin-6,Cadherin-6,CDH6,Protein
SPHK2.4468.21.2,0.1573198069825774,6.191989242433975,1.6455900611002363,0.10756711848391297,0.39495914574565066,-5.089735662451745,Sphingosine kinase 2,SPHK2,SPHK2,Protein
XPNPEP1.3481.87.1,0.15783239665442422,10.213685828389705,1.6443438774275543,0.10782534853436394,0.39495914574565066,-5.091647548793595,Xaa-Pro aminopeptidase 1,XPNPEP1,XPNPEP1,Protein
PKM2.4240.31.2,-0.2601599789821333,9.258460334399972,-1.6418836030086548,0.10833665300401066,0.39572971861187223,-5.095418378114086,Pyruvate kinase PKM,M2-PK,PKM2,Protein
FIGF.13098.93.3,0.1513413098382512,6.591654550326296,1.6387041964466407,0.10900035637526222,0.3970511596495009,-5.100284118959955,Vascular endothelial growth factor D,VEGF-D,FIGF,Protein
ENTPD5.4437.56.3,-0.16644480469479964,9.364532126531003,-1.636374320526601,0.10948883429495203,0.39772877651343075,-5.10384452037562,Ectonucleoside triphosphate diphosphohydrolase 5,ENTP5,ENTPD5,Protein
EPHA1.3431.54.2,0.22761845693663135,11.708122851486214,1.6329690690246828,0.11020600103931906,0.399231105693401,-5.109040303911033,Ephrin type-A receptor 1,EphA1,EPHA1,Protein
CCL11.5301.7.3,0.22576722835812033,11.85036819818661,1.6278835109193395,0.11128421310093918,0.4002623768290431,-5.116782322693973,Eotaxin,Eotaxin,CCL11,Protein
PFDN5.4271.75.2,0.20353720626143437,6.624582488007816,1.6277431596857745,0.1113140916208436,0.4002623768290431,-5.116995687738543,Prefoldin subunit 5,PFD5,PFDN5,Protein
ANXA2.4961.17.1,0.2738839636870843,10.282429749900556,1.6254425242619093,0.11180479658626999,0.4002623768290431,-5.120490872326174,Annexin A2,annexin II,ANXA2,Protein
TNFRSF1B.3152.57.1,0.1381096971105441,10.954842455646684,1.6249630312945897,0.11190729071769256,0.4002623768290431,-5.121218786155391,Tumor necrosis factor receptor superfamily member 1B,TNF sR-II,TNFRSF1B,Protein
IRF1.10351.51.3,0.5078873259513528,8.669983576878124,1.6241670021505035,0.11207761584575843,0.4002623768290431,-5.12242681596908,Interferon regulatory factor 1,IRF1,IRF1,Protein
SEMA6B.5121.3.2,0.16322675370726183,9.948072486722461,1.6230500253328721,0.11231697114062122,0.4002623768290431,-5.124121033496801,Semaphorin-6B,SEM6B,SEMA6B,Protein
ACVRL1.2969.11.1,-0.32855202832717934,8.346319761044532,-1.6213279557576927,0.11268680981740338,0.4004950132699607,-5.126731051156334,Serine/threonine-protein kinase receptor R3,ALK-1,ACVRL1,Protein
RPS3.5026.66.1,0.18638328550172442,5.524047335689888,1.6164023563918384,0.1137501509602959,0.4031844973390542,-5.134183042825954,40S ribosomal protein S3,RS3,RPS3,Protein
ERBB3.2617.56.35,-0.11441315708757487,6.390263100801919,-1.6074496010824277,0.11570385494519145,0.408608168762498,-5.147676899425895,Receptor tyrosine-protein kinase erbB-3,ERBB3,ERBB3,Protein
CA4.3177.49.2,0.14443756095500684,9.356487925468993,1.6038300189123302,0.11650146234400852,0.408608168762498,-5.153113785687328,Carbonic anhydrase 4,Carbonic Anhydrase IV,CA4,Protein
DSC3.4981.6.1,-0.16054520567041958,6.067777704843576,-1.6032028445936297,0.11664012017047791,0.408608168762498,-5.154054755967014,Desmocollin-3,DSC3,DSC3,Protein
RAC3.5271.5.2,-0.15338429647781088,10.237845384682466,-1.6027649366198211,0.11673701403625526,0.408608168762498,-5.154711572247306,Ras-related C3 botulinum toxin substrate 3,RAC3,RAC3,Protein
STAT3.10346.5.3,0.13263881115237885,6.11647489088585,1.602327041159657,0.11683397068798422,0.408608168762498,-5.1553682123001,Signal transducer and activator of transcription 3,STAT3,STAT3,Protein
TNFSF18.2708.54.2,0.11158546319031919,7.142121740358179,1.5996499398848147,0.11742814836212122,0.40959685701907,-5.159379197524,Tumor necrosis factor ligand superfamily member 18,TNFSF18,TNFSF18,Protein
FGF9.2764.20.2,0.08795861762774397,5.760821538209497,1.593903831010331,0.11871179392859794,0.412978859830969,-5.167968452611786,Fibroblast growth factor 9,FGF9,FGF9,Protein
PLK1.3394.81.2,0.1067096044411758,5.5195884506954105,1.5907010605596112,0.11943221142050969,0.4135220461737729,-5.17274414791749,Serine/threonine-protein kinase PLK1,PLK-1,PLK1,Protein
BID.5798.3.3,0.14248672999743067,8.006301283002008,1.5904143974843634,0.11949686505401802,0.4135220461737729,-5.173171183408938,BH3-interacting domain death agonist,BID,BID,Protein
EPHB6.5078.82.3,-0.09536058096786969,8.339497295902166,-1.5829020479023563,0.12120135255498679,0.41831962889713287,-5.184338020421072,Ephrin type-B receptor 6,EphB6,EPHB6,Protein
ALB.3707.12.2,0.11050038852463917,11.2806170145788,1.576971807821965,0.12256076076599423,0.41992957845655926,-5.193120227245435,Serum albumin,Albumin,ALB,Protein
CALR.5264.65.3,-0.2569435260984639,8.413642075544526,-1.5768965344407022,0.1225780950250587,0.41992957845655926,-5.193231514386493,Calreticulin,calreticulin,CALR,Protein
ASAH2.3212.30.3,0.19869915350236034,8.387507317425257,1.5766893191196139,0.12262582367096483,0.41992957845655926,-5.193537845522501,Neutral ceramidase,ASAH2,ASAH2,Protein
INHBA.2748.3.2,0.1953207847271497,10.576291046516971,1.5748291086131863,0.12305496733224026,0.4203046286802492,-5.196286248096595,Inhibin beta A chain,Activin A,INHBA,Protein
MDK.2911.27.2,0.19039580498710282,11.145316911302922,1.5635410645583556,0.12568522718364372,0.42783682884593205,-5.212902589717767,Midkine,Midkine,MDK,Protein
LDHB.3890.8.2,0.10285728344883853,7.918400420036403,1.5625814294939593,0.1259109146489549,0.42783682884593205,-5.214310334707091,L-lactate dehydrogenase B chain,LDH-H 1,LDHB,Protein
CPB2.3518.54.2,-0.09986114309351893,12.454556594831926,-1.557414333268471,0.12713174858274695,0.43087177676884597,-5.221877124832524,Carboxypeptidase B2,TAFI,CPB2,Protein
EFNA4.2614.28.2,0.09760171101217358,8.085360723145813,1.5540897777657352,0.12792228268420922,0.432436508302661,-5.226733950232569,Ephrin-A4,Ephrin-A4,EFNA4,Protein
CD83.5065.8.2,0.21056888537790347,6.863157866662143,1.5449228601159666,0.13012260132557923,0.43874671985419667,-5.240078270866684,CD83 antigen,CD83,CD83,Protein
FGG.4989.7.1,0.09328561862248486,13.737131009837375,1.5315134765631464,0.1333959963404724,0.4479163102243674,-5.259472322467399,Fibrinogen gamma chain,Fibrinogen g-chain dimer,FGG,Protein
ARSB.3172.28.2,-0.4174572279722894,8.270755991843096,-1.5298281651645185,0.1338120376119287,0.4479163102243674,-5.261899184361118,Arylsulfatase B,ARSB,ARSB,Protein
KAT6A.2865.77.2,-0.37527198722890787,8.479464083766524,-1.5292276916356171,0.13396052371751796,0.4479163102243674,-5.262763297818975,Histone acetyltransferase KAT6A,MOZ,KAT6A,Protein
SSRP1.5032.64.1,0.19760791094646057,6.273857603813256,1.5275414953994912,0.13437819601714782,0.4479163102243674,-5.265188213405701,FACT complex subunit SSRP1,SSRP1,SSRP1,Protein
HSPB1.11103.24.3,0.38786867302933287,6.966518336221312,1.5268684413794278,0.13454520345142595,0.4479163102243674,-5.266155467590627,Heat shock protein beta-1,HSP 27,HSPB1,Protein
MAP2K3.6151.18.3,0.20397649164303966,8.099006297146127,1.5092815846948278,0.1389683707081952,0.4609049438340059,-5.291295362579457,Dual specificity mitogen-activated protein kinase kinase 3,MP2K3,MAP2K3,Protein
PSMA2.4280.47.2,0.28307450314325483,7.129322425314636,1.508577943112683,0.1391477282905706,0.4609049438340059,-5.292295803804715,Proteasome subunit alpha type-2,PSA2,PSMA2,Protein
SERPINE1.2925.9.1,0.4526750928273588,7.592929095659332,1.503406565869253,0.1404715854821005,0.4638111952142795,-5.299635739035759,Plasminogen activator inhibitor 1,PAI-1,SERPINE1,Protein
IL1RAP.2630.12.2,-0.219697631338304,12.403795365302678,-1.5023399303825131,0.14074588697363788,0.4638111952142795,-5.3011468609842884,Interleukin-1 Receptor accessory protein,IL-1 R AcP,IL1RAP,Protein
LY86.3623.84.4,-0.06097588483180018,10.210596270318485,-1.4971234971738643,0.14209352968845787,0.4659675599509279,-5.308523297629099,Lymphocyte antigen 86,LY86,LY86,Protein
F3.4931.59.1,-0.18063880470459856,8.606225376200522,-1.4918142205726537,0.14347569242336047,0.4693296903898483,-5.3160075066782815,Tissue Factor,TF,F3,Protein
WNT7A.4889.82.1,-0.3281430668783661,5.666732234076036,-1.4854460022051843,0.14514761468245352,0.47216250755821276,-5.324953119064023,Protein Wnt-7a,WNT7A,WNT7A,Protein
CPNE1.5346.24.3,0.28200584217796687,7.149357932977232,1.4837455547616947,0.1455966614660813,0.47216250755821276,-5.327335998173592,Copine-1,CPNE1,CPNE1,Protein
ULBP2.3082.9.2,-0.2660033140296098,6.278402844991509,-1.4831621168315137,0.14575098718129798,0.47216250755821276,-5.328153021859377,NKG2D ligand 2,ULBP-2,ULBP2,Protein
CD207.3361.26.2,0.07118999914055792,5.205154775104645,1.4813881365926433,0.1462210223004819,0.47216250755821276,-5.330635469095477,C-type lectin domain family 4 member K,CLC4K,CD207,Protein
NCR1.5104.57.3,0.3848771632245963,9.75356647097723,1.4798854595969835,0.14662011318710588,0.47216250755821276,-5.332736184752211,Natural cytotoxicity triggering receptor 1,NKp46,NCR1,Protein
LRRTM3.4453.83.3,-0.3024329629324602,5.910976870615071,-1.4789474344655793,0.14686967791336228,0.47216250755821276,-5.334046560126034,Leucine-rich repeat transmembrane neuronal protein 3,LRRT3,LRRTM3,Protein
TEC.3646.7.4,-0.2819995990272103,7.546779138312085,-1.4787512648108236,0.1469219120857963,0.47216250755821276,-5.334320505570931,Tyrosine-protein kinase Tec,TEC,TEC,Protein
IL10RB.2631.50.2,-0.0986125866447441,8.233947007073816,-1.4776547016172599,0.14721416585465188,0.47216250755821276,-5.335851226466482,Interleukin-10 receptor subunit beta,IL-10 Rb,IL10RB,Protein
PPA1.5021.13.1,0.29460799073142385,12.39941413179625,1.4720023233944364,0.14872794496857913,0.4750468102054097,-5.343725399964759,Inorganic pyrophosphatase,PPase,PPA1,Protein
BCL2L2.13097.11.3,0.1028375220961338,7.277023920590435,1.4687422825394982,0.1496066153052839,0.4750468102054097,-5.348254581369837,Bcl-2-like protein 2,Apoptosis regulator Bcl-W,BCL2L2,Protein
AIMP1.2714.78.2,-0.11362032337287453,10.157938485254466,-1.4684196446170872,0.14969379800847427,0.4750468102054097,-5.348702333526055,Endothelial monocyte-activating polypeptide 2,EMAP-2,AIMP1,Protein
VCAM1.2967.8.1,-0.1778092496036715,11.105952255966278,-1.4675802395729616,0.14992080905574454,0.4750468102054097,-5.349866834390059,Vascular cell adhesion protein 1,VCAM-1,VCAM1,Protein
NCK1.5014.49.1,0.1998184775659019,7.271364684230154,1.4674305595007588,0.1499613175516704,0.4750468102054097,-5.350074421824675,Cytoplasmic protein NCK1,NCK1,NCK1,Protein
HP.3054.3.2,0.7359678424505381,11.985187213254253,1.463449334137367,0.15104195318180766,0.4750468102054097,-5.355588912566301,Haptoglobin,"Haptoglobin, Mixed Type",HP,Protein
CAMK2A.3350.53.2,0.0830441235678366,5.923526583767577,1.4633637725586097,0.15106524479556419,0.4750468102054097,-5.355707278486511,Calcium/calmodulin-dependent protein kinase type II subunit alpha,CAMK2A,CAMK2A,Protein
CD55.5069.9.3,0.11735049941927729,11.260073936770157,1.4619596844651281,0.1514478719742724,0.4750468102054097,-5.357648807653312,Complement decay-accelerating factor,DAF,CD55,Protein
HAPLN1.3196.6.2,0.1666478157255951,7.844995611136849,1.4610656201827956,0.15169191162680487,0.4750468102054097,-5.358884220487194,Hyaluronan and proteoglycan link protein 1,HPLN1,HAPLN1,Protein
LSAMP.2999.6.2,-0.08886228209942115,8.070518119125587,-1.4593414600708539,0.15216340740879744,0.4750468102054097,-5.361264740002619,Limbic system-associated membrane protein,LSAMP,LSAMP,Protein
POMC.2558.51.3,0.16555662969726584,6.571145589867434,1.4588840916353742,0.1522886752286111,0.4750468102054097,-5.361895797740116,Beta-endorphin,b-Endorphin,POMC,Protein
NRP1.5542.22.2,-0.09817853325726178,11.082459313938298,-1.4583010479230871,0.152448482058314,0.4750468102054097,-5.3626999995118085,Neuropilin-1,NRP1,NRP1,Protein
CCL17.3519.3.2,0.24481137109736,7.297704337922041,1.4560743456450358,0.15306001878502712,0.47582488109293297,-5.3657686708213586,C-C motif chemokine 17,TARC,CCL17,Protein
ELANE.5308.89.2,-0.2100531775287969,7.056395916302931,-1.4539348288077385,0.15364943277937726,0.4765306700586818,-5.36871322307737,Neutrophil elastase,Elastase,ELANE,Protein
KYNU.4559.64.2,-0.17735538066865378,7.201270668917667,-1.451332119937192,0.15436886260271515,0.47684719886938703,-5.3722900087892915,Kynureninase,KYNU,KYNU,Protein
IL17RD.3376.49.2,-0.0980778177551265,6.475940878936953,-1.4502354055659992,0.15467280565422062,0.47684719886938703,-5.373795449589485,Interleukin-17 receptor D,IL-17 RD,IL17RD,Protein
FABP1.11516.7.3,0.25871894419438024,8.754122317895884,1.4496351616363954,0.1548393565910481,0.47684719886938703,-5.374618960960822,"Fatty acid-binding protein, liver",FABPL,FABP1,Protein
AIF1.2849.49.1,-0.09488122049623315,8.585658813392769,-1.443965821915769,0.15641941659776085,0.4805876935188213,-5.3823819548762435,Allograft inflammatory factor 1,AIF1,AIF1,Protein
EIF4G2.4230.1.2,0.22000462529695988,6.436385944455965,1.441490102656748,0.15711337305309778,0.4815946050462088,-5.385763359558489,Eukaryotic translation initiation factor 4 gamma 2,IF4G2,EIF4G2,Protein
IL17D.4136.40.2,0.15160026871606538,5.682244905948488,1.436427704853673,0.15853992146781318,0.48408218492204513,-5.3926614611822075,Interleukin-17D,IL-17D,IL17D,Protein
YWHAB.YWHAE.YWHAG.YWHAH.YWHAQ.YWHAZ.SFN.4179.57.3,0.11564619616745386,6.682582867052196,1.4359991271404036,0.15866115718737753,0.48408218492204513,-5.393244444576597,14-3-3 protein family,14/3/2003,"YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ,SFN",Protein
LBP.3074.6.2,0.09915070892873636,15.797829803382564,1.4332017571611637,0.15945426384152023,0.4853758262768498,-5.397045786652497,Lipopolysaccharide-binding protein,LBP,LBP,Protein
TBK1.3400.49.2,-0.18267183762632908,5.764556250836261,-1.4313619834593874,0.15997756743248867,0.4858441135651792,-5.399542212065213,Serine/threonine-protein kinase TBK1,TBK1,TBK1,Protein
FABP5.4985.11.1,-0.22067573992317085,7.301550341624448,-1.427952683202631,0.16095086516326698,0.4876737043541384,-5.404160718387061,"Fatty acid-binding protein, epidermal",FABPE,FABP5,Protein
POMC.9204.33.3,0.23580250876183492,7.0386607977590865,1.4258862372977246,0.16154305540144376,0.48834279966183575,-5.406955254805644,Pro-opiomelanocortin,Corticotropin-lipotropin,POMC,Protein
EPS15L1.4212.5.3,-0.07932939570123435,6.145365586111159,-1.4233977083715712,0.1622584670651953,0.4889621251793594,-5.410315745764924,Epidermal growth factor receptor substrate 15-like 1,EP15R,EPS15L1,Protein
FGF7.4487.1.1,0.0951985962306205,8.044716813538098,1.4225886349656331,0.16249159597215213,0.4889621251793594,-5.411407171655392,Fibroblast growth factor 7,FGF7,FGF7,Protein
FTCD.9213.24.3,-0.5497672884042701,11.405010963808808,-1.4185926401153002,0.16364686032279674,0.4909667176106165,-5.41678948439111,Formimidoyltransferase-cyclodeaminase,FTCD,FTCD,Protein
MAPK9.5244.12.3,-0.10264517247286076,5.232296735080774,-1.4177045631925935,0.16390447835061647,0.4909667176106165,-5.417983802663645,Mitogen-activated protein kinase 9,JNK2,MAPK9,Protein
PDE2A.5246.64.3,-0.0869598277576607,8.380308444949886,-1.4111185807351105,0.16582487683817823,0.49559025691410086,-5.426819787821276,"cGMP-dependent 3',5'-cyclic phosphodiesterase",cGMP-stimulated PDE,PDE2A,Protein
PDE9A.5201.50.4,0.37981860814805957,6.178769755532128,1.405673949991159,0.1674256886002682,0.49923986510057305,-5.4340964126836475,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",PDE9A,PDE9A,Protein
MDM2.4245.80.2,-0.13685726759320435,5.4539281642377855,-1.402304506816499,0.16842237666189863,0.5010097955664821,-5.438586850169139,E3 ubiquitin-protein ligase Mdm2,MDM2,MDM2,Protein
VEGFA.4867.15.2,0.1813247311214199,6.748914803351138,1.4010950979051007,0.1687812467193548,0.5010097955664821,-5.440196244009371,"Vascular endothelial growth factor A, isoform 121",VEGF121,VEGFA,Protein
ACAN.3280.49.2,-0.13841834835593503,7.653664050686492,-1.394606418609617,0.17071681389486099,0.5051724211501188,-5.448809438404828,Aggrecan core protein,Aggrecan,ACAN,Protein
EREG.4956.2.1,0.18795142490021635,7.527815312390306,1.392937497386153,0.17121742966708367,0.5051724211501188,-5.451018939929532,Epiregulin,EPI,EREG,Protein
RPS3A.5484.63.3,-0.2200903585883419,6.844102022192763,-1.3917175186014985,0.1715840997805061,0.5051724211501188,-5.452632565172087,40S ribosomal protein S3a,RS3A,RPS3A,Protein
ADGRE2.4546.27.3,0.1597893296650084,5.347768780978766,1.3909748873378616,0.17180759927622977,0.5051724211501188,-5.4536141913108995,Adhesion G protein-coupled receptor E2,EMR2,ADGRE2,Protein
TNFRSF10D.14121.24.3,0.07265042651963123,7.400020906968063,1.3886420983981227,0.17251113657202505,0.5051724211501188,-5.456694632905297,Tumor necrosis factor receptor superfamily member 10D,TRAIL R4,TNFRSF10D,Protein
CNDP2.3192.3.2,-0.06235500499952796,7.555366725698565,-1.3875604046989665,0.1728381181184929,0.5051724211501188,-5.4581214155809175,Cytosolic non-specific dipeptidase,Glutamate carboxypeptidase,CNDP2,Protein
ACVR1B.2806.49.2,-0.14982781144127796,5.652505883578699,-1.3874461241735812,0.17287269164832963,0.5051724211501188,-5.45827209573538,Activin receptor type-1B,Activin RIB,ACVR1B,Protein
ADCYAP1.8446.4.3,0.36538156984358494,5.952453754608161,1.3856708516349079,0.1734104576424064,0.5056202922389454,-5.460611366863441,Pituitary adenylate cyclase-activating polypeptide 27,PACAP-27,ADCYAP1,Protein
PAFAH1B2.2642.4.1,0.1294666125371696,9.43721477065054,1.3836152547081788,0.17403475856773093,0.5063179369835534,-5.463316625991064,Platelet-activating factor acetylhydrolase IB subunit beta,PAFAH beta subunit,PAFAH1B2,Protein
CDH3.2643.57.2,-0.1090552209739582,12.36387051703326,-1.3806669204442914,0.17493322880184095,0.5072450248995715,-5.467190405371735,Cadherin-3,P-Cadherin,CDH3,Protein
LEP.8484.24.3,0.3327177252011712,9.188658667240446,1.3800394740290673,0.17512489833034636,0.5072450248995715,-5.468013831348792,Leptin,Leptin,LEP,Protein
CD59.11514.196.3,0.07241773322818063,7.574649371033573,1.3738150492628733,0.17703512133031993,0.507581719914493,-5.4761640090973485,CD59 glycoprotein,CD59,CD59,Protein
SERPINF1.9211.19.3,-0.09625836565908952,13.796480967791181,-1.372944690620186,0.1773035053305837,0.507581719914493,-5.477300977558158,Pigment epithelium-derived factor,PEDF,SERPINF1,Protein
CCL13.4144.13.1,-0.11364350396576015,6.402508494529781,-1.3729073108746965,0.17731503879364616,0.507581719914493,-5.477349792869961,C-C motif chemokine 13,MCP-4,CCL13,Protein
BMP1.3348.49.2,-0.1420747967257545,8.665298785901488,-1.3723954261349085,0.17747303836259842,0.507581719914493,-5.478018156721693,Bone morphogenetic protein 1,BMP-1,BMP1,Protein
RTN4R.5105.2.3,0.1364962536102288,8.2818723057098,1.3714976062689725,0.17775042420267448,0.507581719914493,-5.479189885912444,Reticulon-4 receptor,Nogo Receptor,RTN4R,Protein
TNFRSF10A.4832.75.2,-0.19499574329997266,7.473201313698753,-1.3708746144583768,0.1779430972475903,0.507581719914493,-5.4800025321507695,Tumor necrosis factor receptor superfamily member 10A,TRAIL R1,TNFRSF10A,Protein
SPTAN1.5031.10.1,0.24994858054748684,5.344546961754624,1.3653805803328014,0.17964922780946183,0.5098910912193867,-5.4871545527139585,"Spectrin alpha chain, non-erythrocytic 1",SPTA2,SPTAN1,Protein
STK16.3471.49.1,-0.1467177188797179,8.827067743098675,-1.3644619985195736,0.17993571306728579,0.5098910912193867,-5.488347794547147,Serine/threonine-protein kinase 16,STK16,STK16,Protein
BMPR1A.4859.6.1,0.16611160359026483,6.934027501384494,1.3628895080724608,0.18042695507932002,0.5098910912193867,-5.490388770528928,Bone morphogenetic protein receptor type-1A,BMPR1A,BMPR1A,Protein
PRDX5.5017.19.1,0.2714950255272771,6.121366680416557,1.359943838205856,0.18134995464665943,0.5098910912193867,-5.494206266912661,"Peroxiredoxin-5, mitochondrial",Peroxiredoxin-5,PRDX5,Protein
IL6.4673.13.2,0.14697959630744897,5.762530645579898,1.358503850849829,0.1818024827229216,0.5098910912193867,-5.4960697091581485,Interleukin-6,IL-6,IL6,Protein
CXCL8.3447.64.2,0.09826468654266546,7.445461684449223,1.356323698946067,0.1824892667306795,0.5098910912193867,-5.4988875535652735,Interleukin-8,IL-8,CXCL8,Protein
BMX.3414.40.2,-0.2558874346239051,6.135563380950489,-1.3543389526895617,0.18311622816857628,0.5098910912193867,-5.501449251480691,Cytoplasmic tyrosine-protein kinase BMX,BMX,BMX,Protein
F11.2190.55.1,-0.10169402757318984,9.005397892257225,-1.3541202792941747,0.1831854060383543,0.5098910912193867,-5.501731282661932,Coagulation Factor XI,Coagulation Factor XI,F11,Protein
CADM1.3326.58.2,0.10320997367313622,8.515341707857564,1.3536622493755963,0.18333037003368186,0.5098910912193867,-5.5023218863390015,Cell adhesion molecule 1,Nectin-like protein 2,CADM1,Protein
HAAO.5861.78.3,-0.23766957120302515,9.93207251922365,-1.3530998469945856,0.18350848791370705,0.5098910912193867,-5.503046823380947,"3-hydroxyanthranilate 3,4-dioxygenase",3HAO,HAAO,Protein
KRT18.5354.11.3,0.08683599585016955,6.868882733227612,1.352401669208504,0.18372979204585496,0.5098910912193867,-5.503946393070187,"Keratin, type I cytoskeletal 18",Keratin 18,KRT18,Protein
CTSB.3061.61.2,0.11139263763115415,8.302502506364204,1.3512187167979193,0.18410522499169255,0.5098910912193867,-5.505469606509319,Cathepsin B,Cathepsin B,CTSB,Protein
EPHA3.3432.21.2,-0.3375712935728123,5.1087916071817805,-1.3509633776921515,0.18418633907916981,0.5098910912193867,-5.505798231195554,Ephrin type-A receptor 3,EPHA3,EPHA3,Protein
IL20.4138.25.2,-0.4407668010003019,6.06158097728422,-1.3502865928211585,0.1844014674616599,0.5098910912193867,-5.50666898806529,Interleukin-20,IL-20,IL20,Protein
SMAD2.10364.6.3,0.1965966498782102,8.113286895893367,1.3486303140228066,0.1849287595376768,0.5098910912193867,-5.508798291717609,Mothers against decapentaplegic homolog 2,SMAD2,SMAD2,Protein
PPY.4588.1.2,0.29771126831926503,7.82842742033008,1.3478193561522842,0.18518735729555041,0.5098910912193867,-5.509839986030739,Pancreatic hormone,PH,PPY,Protein
H2AFZ.4163.5.2,-0.1903802183168015,8.331809762065651,-1.3466011648321534,0.18557633471111612,0.5098910912193867,-5.511403707320509,Histone H2A.z,Histone H2A.z,H2AFZ,Protein
NGF.5801.72.3,0.46758257466083875,7.485386105312756,1.3461136033084247,0.18573219216280323,0.5098910912193867,-5.512029200299268,beta-nerve growth factor,b-NGF,NGF,Protein
HIST3H2A.14144.3.3,0.30165678551701297,7.698169004703141,1.3406361904408661,0.18749004632933766,0.5125767378858191,-5.519041972971414,Histone H2A type 3,H2A3,HIST3H2A,Protein
IL12RB2.3815.14.1,-0.22023325748575884,7.940432303561373,-1.3331324857502316,0.18991883738786589,0.5174518845022588,-5.5286066386423345,Interleukin-12 receptor subunit beta-2,IL-12 RB2,IL12RB2,Protein
CX3CL1.2827.23.2,0.17295183615657772,8.02399352099813,1.3318775989478513,0.19032735410070606,0.5174518845022588,-5.530201404559523,Fractalkine,Fractalkine/CX3CL-1,CX3CL1,Protein
DDR1.4122.12.2,-0.23565140048347238,5.917093297903728,-1.330729794746688,0.19070159849044926,0.5174518845022588,-5.531658883221539,Epithelial discoidin domain-containing receptor 1,discoidin domain receptor 1,DDR1,Protein
SCARF1.5129.12.3,0.11318097485398246,9.657204365966347,1.3302834774213677,0.19084727299132737,0.5174518845022588,-5.532225305609312,Scavenger receptor class F member 1,SREC-I,SCARF1,Protein
ICAM5.5124.69.3,-0.1436388234676566,7.389961341299966,-1.3273074169719323,0.1918208087404726,0.5182964829489694,-5.5359977898970785,Intercellular adhesion molecule 5,sICAM-5,ICAM5,Protein
IL12A.IL12B.10367.62.3,0.2987401516053857,5.538562968228127,1.3266987384289737,0.1920203869229109,0.5182964829489694,-5.5367684052900366,Interleukin-12,IL-12,IL12A IL12B,Protein
ESM1.3805.16.2,-0.14070244944134053,7.695415144895712,-1.3257213119133096,0.19234120431870497,0.5182964829489694,-5.538005196414377,Endothelial cell-specific molecule 1,Endocan,ESM1,Protein
LMNB1.3889.64.2,-0.10472560217082699,7.079401159023138,-1.3173889028409698,0.19509273376529968,0.524635879143904,-5.548514781633854,Lamin-B1,Lamin-B1,LMNB1,Protein
FGR.3810.50.2,0.18177682504696283,5.664830217894883,1.3152172634963792,0.19581474874320356,0.5255028461169646,-5.551243882519271,Tyrosine-protein kinase Fgr,FGR,FGR,Protein
ANXA1.4960.72.1,0.14334006485116083,10.318833299067984,1.3107757755550293,0.1972977536631632,0.5284043708086754,-5.5568126582818484,Annexin A1,annexin I,ANXA1,Protein
COLEC12.5457.5.2,-0.1167769341559954,9.056827972280109,-1.3078758623675473,0.19827062104140147,0.5287364816126908,-5.56043927778032,Collectin-12,COLEC12,COLEC12,Protein
RGMB.3331.8.1,-0.07975936798163813,9.02569535527967,-1.3057300503872864,0.19899284082352436,0.5287364816126908,-5.563118080316654,RGM domain family member B,RGMB,RGMB,Protein
C1QBP.4967.1.1,0.04945703806603807,10.213148086051978,1.30507843991928,0.19921254882387615,0.5287364816126908,-5.563930743481887,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,C1QBP,Protein
GPC5.4991.12.1,-0.32529220607254616,7.628635343381553,-1.3035358254017242,0.19973341560378072,0.5287364816126908,-5.565853148992941,Glypican-5,GPC5,GPC5,Protein
SCARB2.5100.53.3,-0.34690334750165974,6.134532943150735,-1.3035274866262974,0.19973623400854995,0.5287364816126908,-5.56586353510331,Lysosome membrane protein 2,LIMP II,SCARB2,Protein
